,Car_name,Year,Distance,Fuel_type,Drive,Price
1815,2021 Tata ALTROZ XM PETROL,2021,"41,138 KM",PETROL,MANUAL,₹6.31 Lakh
1816,2018 Tata Tiago XZ DIESEL,2018,"64,409 KM",DIESEL,MANUAL,"₹5.13 Lakh
₹5.61 Lakh
(48k off)"
1817,2018 Mahindra XUV500 W11 AT,2018,"1,27,342 KM",DIESEL,AUTOMATIC,"₹13.26 Lakh
₹14.27 Lakh
(1.01L off)"
1818,2020 Renault TRIBER RXZ AMT,2020,"37,860 KM",PETROL,AUTOMATIC,"₹6.90 Lakh
₹7.60 Lakh
(70k off)"
1819,2013 Hyundai i20 ASTA 1.2,2013,"90,368 KM",PETROL,MANUAL,"₹3.07 Lakh
₹3.27 Lakh
(20k off)"
1820,2014 Hyundai i10 MAGNA 1.1,2014,"82,459 KM",PETROL,MANUAL,"₹3.53 Lakh
₹3.74 Lakh
(21k off)"
1821,2021 Maruti Dzire ZXI AMT,2021,"25,160 KM",PETROL,AUTOMATIC,"₹6.97 Lakh
₹7.74 Lakh
(77k off)"
1822,2010 Hyundai i20 ASTA 1.2,2010,"1,23,576 KM",PETROL,MANUAL,"₹2.90 Lakh
₹2.96 Lakh
(6k off)"
1823,2020 Honda Amaze 1.5L I-DTEC S,2020,"1,11,537 KM",DIESEL,MANUAL,"₹6.47 Lakh
₹7.64 Lakh
(1.17L off)"
1824,2018 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,2018,"1,17,582 KM",PETROL,MANUAL,"₹5.22 Lakh
₹5.60 Lakh
(38k off)"
1825,2019 Honda Civic 1.8L I-VTEC ZX CVT,2019,"20,315 KM",PETROL,AUTOMATIC,"₹19.97 Lakh
₹20.18 Lakh
(21k off)"
1826,2022 Tata PUNCH ACCOMPLISHED AMT,2022,"25,610 KM",PETROL,AUTOMATIC,"₹7.91 Lakh
₹8.31 Lakh
(40k off)"
1827,2017 Honda City 1.5L I-VTE V CVT,2017,"91,468 KM",PETROL,AUTOMATIC,"₹6.91 Lakh
₹7.89 Lakh
(98k off)"
1828,2022 Hyundai VENUE SX 1.5 CRDI,2022,"66,832 KM",DIESEL,MANUAL,"₹9.27 Lakh
₹11.00 Lakh
(1.73L off)"
1829,2013 Hyundai i10 MAGNA 1.1,2013,"68,811 KM",CNG,MANUAL,"₹2.60 Lakh
₹2.98 Lakh
(38k off)"
1830,2015 Honda Amaze 1.2L I-VTEC S,2015,"87,242 KM",PETROL,MANUAL,₹4.34 Lakh
1831,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2018,"81,153 KM",PETROL,MANUAL,"₹5.10 Lakh
₹5.28 Lakh
(18k off)"
1832,2017 Hyundai Elite i20 ASTA 1.2 (O),2017,"87,400 KM",PETROL,MANUAL,"₹5.16 Lakh
₹6.37 Lakh
(1.21L off)"
1833,2013 Maruti Swift VXI,2013,"73,956 KM",PETROL,MANUAL,"₹3.33 Lakh
₹3.79 Lakh
(46k off)"
1834,2022 Maruti New Wagon-R LXI 1.0,2022,"31,378 KM",PETROL,MANUAL,₹5.85 Lakh
1835,2019 Hyundai NEW SANTRO SPORTZ MT,2019,"74,190 KM",PETROL,MANUAL,"₹4.36 Lakh
₹5.05 Lakh
(69k off)"
1836,2023 Tata Tiago XT RHYTHM PETROL,2023,"11,247 KM",PETROL,MANUAL,"₹6.66 Lakh
₹6.73 Lakh
(7k off)"
1837,2019 Maruti Dzire ZXI PLUS AMT,2019,"47,447 KM",PETROL,AUTOMATIC,"₹6.53 Lakh
₹7.58 Lakh
(1.05L off)"
1838,2017 Hyundai Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,2017,"73,817 KM",PETROL,MANUAL,"₹4.95 Lakh
₹5.45 Lakh
(50k off)"
1839,2017 Maruti Ciaz SIGMA 1.4 MT PETROL,2017,"75,480 KM",PETROL,MANUAL,"₹5.38 Lakh
₹6.30 Lakh
(92k off)"
1840,2013 Hyundai Verna FLUIDIC 1.6 VTVT SX,2013,"76,479 KM",PETROL,MANUAL,"₹4.14 Lakh
₹4.33 Lakh
(19k off)"
1841,2011 Maruti Alto LXI,2011,"57,308 KM",PETROL,MANUAL,"₹1.51 Lakh
₹1.64 Lakh
(13k off)"
1842,2022 Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,2022,"34,361 KM",CNG,MANUAL,"₹6.70 Lakh
₹7.56 Lakh
(86k off)"
1843,2021 Maruti Vitara Brezza LXI,2021,"34,595 KM",PETROL,MANUAL,"₹6.79 Lakh
₹7.47 Lakh
(68.3k off)"
1844,2021 Hyundai NEW SANTRO SPORTZ AMT,2021,"10,256 KM",PETROL,AUTOMATIC,"₹5.64 Lakh
₹6.05 Lakh
(41k off)"
1845,2022 KIA SONET HTX 1.0 IMT,2022,"36,545 KM",PETROL,MANUAL,"₹11.05 Lakh
₹11.44 Lakh
(39k off)"
1846,2019 Tata NEXON XM DIESEL,2019,"98,997 KM",DIESEL,MANUAL,"₹6.68 Lakh
₹7.20 Lakh
(52k off)"
1847,2015 Maruti Wagon R 1.0 LXI CNG,2015,"47,540 KM",CNG,MANUAL,₹3.75 Lakh
1848,2020 Hyundai NEW SANTRO MAGNA,2020,"29,685 KM",PETROL,MANUAL,"₹4.40 Lakh
₹4.71 Lakh
(31k off)"
1849,2017 Hyundai Elite i20 ASTA 1.2,2017,"77,430 KM",PETROL,MANUAL,"₹4.04 Lakh
₹4.61 Lakh
(57k off)"
1850,2019 Maruti Baleno DELTA PETROL 1.2,2019,"36,495 KM",PETROL,MANUAL,₹6.71 Lakh
1851,2013 Toyota Etios G,2013,"47,334 KM",PETROL,MANUAL,"₹3.45 Lakh
₹4.14 Lakh
(69k off)"
1852,2014 Maruti Wagon R 1.0 LXI CNG,2014,"64,039 KM",CNG,MANUAL,"₹2.89 Lakh
₹3.32 Lakh
(42.7k off)"
1853,2012 Hyundai Eon D-LITE+,2012,"1,04,806 KM",PETROL,MANUAL,"₹2.08 Lakh
₹2.25 Lakh
(17k off)"
1854,2017 Maruti Celerio ZXI AMT,2017,"1,13,666 KM",PETROL,AUTOMATIC,₹4.49 Lakh
1855,2016 Hyundai Xcent S 1.2 SPECIAL EDITION,2016,"55,314 KM",PETROL,MANUAL,"₹3.45 Lakh
₹3.97 Lakh
(52k off)"
1856,2017 Skoda Rapid STYLE 1.5 TDI AT,2017,"1,06,214 KM",DIESEL,AUTOMATIC,"₹7.49 Lakh
₹8.84 Lakh
(1.35L off)"
1857,2020 Maruti Baleno DELTA PETROL 1.2,2020,"52,486 KM",PETROL,MANUAL,₹6.02 Lakh
1858,2022 Honda Amaze 1.2L I-VTEC VX,2022,"28,574 KM",PETROL,MANUAL,"₹7.69 Lakh
₹8.17 Lakh
(47.8k off)"
1859,2015 Hyundai Elite i20 SPORTZ 1.2,2015,"63,269 KM",PETROL,MANUAL,"₹3.95 Lakh
₹4.61 Lakh
(65.7k off)"
1860,2015 Honda Jazz 1.2L I-VTEC V AT,2015,"40,196 KM",PETROL,AUTOMATIC,"₹4.78 Lakh
₹4.91 Lakh
(13k off)"
1861,2018 Ford FREESTYLE TREND 1.2 PETROL,2018,"33,203 KM",PETROL,MANUAL,"₹4.80 Lakh
₹4.88 Lakh
(8k off)"
1862,2012 Maruti Zen Estilo VXI,2012,"65,340 KM",PETROL,MANUAL,"₹2.15 Lakh
₹2.29 Lakh
(14k off)"
1863,2017 Toyota Innova Crysta TOURING SPORT DIESEL MT,2017,"40,409 KM",DIESEL,MANUAL,₹18.42 Lakh
1864,2012 Hyundai i10 ERA 1.1,2012,"60,771 KM",PETROL,MANUAL,₹2.51 Lakh
1865,2017 Nissan Micra XL CVT FASHION EDITION,2017,"80,674 KM",PETROL,AUTOMATIC,"₹3.86 Lakh
₹4.58 Lakh
(72k off)"
1866,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2017,"44,142 KM",PETROL,MANUAL,"₹5.16 Lakh
₹5.35 Lakh
(19k off)"
1867,2017 Hyundai Creta SX PLUS 1.6 PETROL,2017,"18,538 KM",PETROL,MANUAL,"₹10.37 Lakh
₹10.43 Lakh
(6k off)"
1868,2021 Hyundai VENUE S 1.0 TURBO IMT,2021,"52,414 KM",PETROL,MANUAL,"₹8.39 Lakh
₹9.44 Lakh
(1.05L off)"
1869,2020 Renault Kwid RXT 0.8,2020,"66,696 KM",PETROL,MANUAL,"₹3.84 Lakh
₹4.68 Lakh
(84k off)"
1870,2021 Hyundai NEW I20 ASTA (O) 1.5 CRDI MT,2021,"22,678 KM",DIESEL,MANUAL,"₹10.39 Lakh
₹10.72 Lakh
(33k off)"
1871,2022 Maruti Ciaz ALPHA 1.5 SHVS PETROL,2022,"14,772 KM",PETROL,MANUAL,"₹10.97 Lakh
₹11.25 Lakh
(28k off)"
1872,2021 Maruti Baleno ZETA PETROL 1.2,2021,"28,555 KM",PETROL,MANUAL,"₹7.27 Lakh
₹7.77 Lakh
(50k off)"
1873,2021 Mahindra XUV300 W8 (O) 1.2 PETROL AMT,2021,"23,880 KM",PETROL,AUTOMATIC,"₹9.55 Lakh
₹11.39 Lakh
(1.84L off)"
1874,2018 Maruti Alto K10 VXI AMT,2018,"60,900 KM",PETROL,AUTOMATIC,"₹3.55 Lakh
₹3.75 Lakh
(20k off)"
1875,2015 Maruti Celerio VXI AMT,2015,"70,307 KM",PETROL,AUTOMATIC,"₹3.54 Lakh
₹4.25 Lakh
(71k off)"
1876,2018 Honda Amaze 1.2L I-VTEC V,2018,"20,187 KM",PETROL,MANUAL,"₹5.92 Lakh
₹6.87 Lakh
(95k off)"
1877,2017 Renault Duster 110 PS RXS SANDSTORM EDITION DIESEL,2017,"74,704 KM",DIESEL,MANUAL,"₹7.97 Lakh
₹8.49 Lakh
(52k off)"
1878,2016 Maruti Swift VXI,2016,"30,581 KM",PETROL,MANUAL,₹4.19 Lakh
1879,2019 Maruti Baleno DELTA PETROL 1.2,2019,"58,506 KM",PETROL,MANUAL,"₹5.84 Lakh
₹6.43 Lakh
(59k off)"
1880,2016 Maruti Wagon R 1.0 VXI AMT,2016,"69,324 KM",PETROL,AUTOMATIC,₹4.26 Lakh
1881,2015 Maruti Wagon R 1.0 LXI CNG,2015,"78,594 KM",CNG,MANUAL,"₹3.25 Lakh
₹3.92 Lakh
(67k off)"
1882,2017 Maruti Swift LXI (O),2017,"28,091 KM",PETROL,MANUAL,₹4.81 Lakh
1883,2015 Maruti Swift VXI,2015,"84,112 KM",PETROL,MANUAL,₹5.27 Lakh
1884,2022 Maruti Baleno DELTA PETROL 1.2,2022,"25,782 KM",PETROL,MANUAL,"₹7.13 Lakh
₹7.57 Lakh
(44k off)"
1885,2021 Tata ALTROZ XZ PETROL,2021,"57,776 KM",PETROL,MANUAL,"₹6.02 Lakh
₹6.96 Lakh
(94k off)"
1886,2017 Maruti IGNIS ZETA 1.2,2017,"23,650 KM",PETROL,MANUAL,"₹4.89 Lakh
₹5.51 Lakh
(62k off)"
1887,2019 Jeep Compass LIMITED 1.4 PETROL AT,2019,"46,444 KM",PETROL,AUTOMATIC,"₹13.40 Lakh
₹13.67 Lakh
(27k off)"
1888,2017 Jeep Compass LIMITED 2.0 DIESEL,2017,"81,301 KM",DIESEL,MANUAL,"₹12.17 Lakh
₹12.44 Lakh
(27k off)"
1889,2019 Renault Duster 110 PS RXZ MT DIESEL,2019,"80,160 KM",DIESEL,MANUAL,"₹8.55 Lakh
₹9.37 Lakh
(82k off)"
1890,2019 Maruti Baleno ZETA PETROL 1.2,2019,"44,677 KM",PETROL,MANUAL,"₹6.58 Lakh
₹7.17 Lakh
(59k off)"
1891,2021 Mahindra BOLERO NEO N10 R,2021,"34,675 KM",DIESEL,MANUAL,"₹8.63 Lakh
₹8.98 Lakh
(35k off)"
1892,2015 Honda City 1.5L I-DTEC SV,2015,"91,712 KM",DIESEL,MANUAL,"₹4.98 Lakh
₹5.55 Lakh
(57k off)"
1893,2018 Tata Tiago XM PETROL,2018,"58,624 KM",PETROL,MANUAL,"₹4.09 Lakh
₹4.46 Lakh
(37k off)"
1894,2016 Renault Kwid RXT 0.8,2016,"49,875 KM",PETROL,MANUAL,₹2.94 Lakh
1895,2013 Maruti Alto 800 LXI CNG,2013,"56,905 KM",CNG,MANUAL,"₹2.03 Lakh
₹2.32 Lakh
(29k off)"
1896,2018 Maruti S Cross SIGMA 1.3,2018,"73,728 KM",DIESEL,MANUAL,"₹6.63 Lakh
₹7.36 Lakh
(73k off)"
1897,2019 Honda Jazz 1.2L I-VTEC VX EXCLUSIVE EDITION CVT,2019,"80,923 KM",PETROL,AUTOMATIC,"₹6.99 Lakh
₹7.68 Lakh
(69k off)"
1898,2014 Maruti Swift ZXI,2014,"84,932 KM",PETROL,MANUAL,"₹4.30 Lakh
₹4.81 Lakh
(51k off)"
1899,2011 Toyota Etios G SP,2011,"88,354 KM",PETROL,MANUAL,"₹1.96 Lakh
₹2.18 Lakh
(22k off)"
1900,2019 Maruti Baleno ALPHA CVT PETROL 1.2,2019,"34,783 KM",PETROL,AUTOMATIC,₹8.32 Lakh
1901,2015 Maruti Alto 800 LXI,2015,"7,166 KM",PETROL,MANUAL,"₹2.66 Lakh
₹3.16 Lakh
(50k off)"
1902,2022 Mahindra Bolero B6 (O),2022,"14,536 KM",DIESEL,MANUAL,"₹8.94 Lakh
₹9.93 Lakh
(99k off)"
1903,2015 Hyundai Elite i20 ASTA 1.2,2015,"71,875 KM",PETROL,MANUAL,₹4.83 Lakh
1904,2018 Honda Amaze 1.2L I-VTEC S,2018,"75,552 KM",PETROL,MANUAL,"₹5.28 Lakh
₹5.59 Lakh
(31k off)"
1905,2010 Maruti Alto K10 VXI,2010,"79,114 KM",PETROL,MANUAL,₹2.47 Lakh
1906,2022 Toyota URBAN CRUISER HIGH GRADE MT,2022,"27,572 KM",PETROL,MANUAL,"₹9.51 Lakh
₹9.99 Lakh
(48k off)"
1907,2021 Honda Amaze 1.5L I-DTEC E,2021,"62,663 KM",DIESEL,MANUAL,"₹7.04 Lakh
₹7.96 Lakh
(92k off)"
1908,2021 Honda Jazz 1.2L I-VTEC ZX,2021,"29,006 KM",PETROL,MANUAL,₹8.40 Lakh
1909,2021 Hyundai Creta SX (O) 1.5 DIESEL,2021,"42,584 KM",DIESEL,MANUAL,"₹15.46 Lakh
₹16.23 Lakh
(77k off)"
1910,2022 Mahindra XUV300 W6 1.2 PETROL,2022,"45,246 KM",PETROL,MANUAL,"₹9.46 Lakh
₹10.01 Lakh
(55k off)"
1911,2021 Tata Tiago XT (O) PETROL,2021,"47,845 KM",PETROL,MANUAL,"₹5.43 Lakh
₹5.79 Lakh
(36k off)"
1912,2011 Maruti Alto K10 VXI,2011,"1,09,991 KM",PETROL,MANUAL,₹2.21 Lakh
1913,2020 Tata NEXON XM SUNROOF PETROL,2020,"97,672 KM",PETROL,MANUAL,"₹7.06 Lakh
₹8.42 Lakh
(1.36L off)"
1914,2018 Datsun Redi Go T (O),2018,"21,877 KM",PETROL,MANUAL,"₹2.83 Lakh
₹3.07 Lakh
(24k off)"
1915,2017 Maruti Baleno ZETA PETROL 1.2,2017,"49,469 KM",PETROL,MANUAL,"₹4.77 Lakh
₹5.42 Lakh
(65k off)"
1916,2019 Honda Amaze 1.2L I-VTEC VX CVT,2019,"41,075 KM",PETROL,AUTOMATIC,"₹6.84 Lakh
₹7.86 Lakh
(1.02L off)"
1917,2016 Maruti Alto 800 LXI,2016,"70,930 KM",PETROL,MANUAL,"₹2.57 Lakh
₹2.83 Lakh
(26k off)"
1918,2013 Hyundai i10 SPORTZ 1.2,2013,"34,376 KM",PETROL,MANUAL,"₹3.17 Lakh
₹3.76 Lakh
(59k off)"
1919,2020 Tata NEXON XZ PLUS (O) DIESEL,2020,"62,576 KM",DIESEL,MANUAL,"₹9.77 Lakh
₹10.86 Lakh
(1.09L off)"
1920,2015 Hyundai Elite i20 ASTA 1.2,2015,"80,101 KM",PETROL,MANUAL,"₹4.58 Lakh
₹5.08 Lakh
(50k off)"
1921,2014 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,2014,"93,397 KM",PETROL,AUTOMATIC,"₹4.32 Lakh
₹4.77 Lakh
(45k off)"
1922,2012 Maruti Alto K10 VXI,2012,"88,786 KM",PETROL,MANUAL,"₹2.26 Lakh
₹2.40 Lakh
(14k off)"
1923,2021 Tata Harrier XZA PLUS 2.0L DARK EDITION,2021,"54,180 KM",DIESEL,AUTOMATIC,"₹17.19 Lakh
₹19.65 Lakh
(2.46L off)"
1924,2016 Tata Tiago XZ PETROL,2016,"93,014 KM",PETROL,MANUAL,"₹4.15 Lakh
₹4.72 Lakh
(57k off)"
1925,2017 Hyundai Elite i20 ERA 1.2,2017,"10,914 KM",PETROL,MANUAL,₹5.81 Lakh
1926,2022 Maruti IGNIS SIGMA 1.2,2022,"31,040 KM",PETROL,MANUAL,"₹4.88 Lakh
₹5.65 Lakh
(77k off)"
1927,2017 Maruti Swift VXI,2017,"68,883 KM",PETROL,MANUAL,"₹5.19 Lakh
₹6.05 Lakh
(86k off)"
1928,2016 Maruti Baleno ALPHA PETROL 1.2,2016,"67,265 KM",PETROL,MANUAL,"₹5.06 Lakh
₹5.78 Lakh
(72k off)"
1929,2015 Maruti Swift LXI,2015,"63,928 KM",PETROL,MANUAL,₹4.12 Lakh
1930,2017 Maruti Baleno ALPHA CVT PETROL 1.2,2017,"95,566 KM",PETROL,AUTOMATIC,"₹6.14 Lakh
₹6.75 Lakh
(61k off)"
1931,2014 Maruti Alto 800 LXI,2014,"95,625 KM",PETROL,MANUAL,₹2.51 Lakh
1932,2023 Maruti Alto K10 VXI PLUS,2023,"2,460 KM",PETROL,MANUAL,"₹4.95 Lakh
₹5.36 Lakh
(40.6k off)"
1933,2020 Maruti Baleno DELTA PETROL 1.2,2020,"31,279 KM",PETROL,MANUAL,"₹6.28 Lakh
₹6.72 Lakh
(44k off)"
1934,2014 Hyundai Elite i20 ASTA 1.2,2014,"86,285 KM",PETROL,MANUAL,₹5.38 Lakh
1935,2022 Tata ALTROZ XZA PLUS,2022,"17,069 KM",PETROL,AUTOMATIC,"₹8.03 Lakh
₹9.46 Lakh
(1.43L off)"
1936,2017 Maruti Alto 800 LXI,2017,"33,094 KM",PETROL,MANUAL,"₹2.96 Lakh
₹3.37 Lakh
(41k off)"
1937,2021 Hyundai ALCAZAR 1.5 SIGNATURE (O) AT 6STR,2021,"24,546 KM",DIESEL,AUTOMATIC,"₹19.59 Lakh
₹20.07 Lakh
(48k off)"
1938,2018 Maruti Celerio ZXI AMT,2018,"70,794 KM",PETROL,AUTOMATIC,"₹4.13 Lakh
₹4.81 Lakh
(68k off)"
1939,2016 Hyundai Elite i20 ASTA 1.2 (O),2016,"38,373 KM",PETROL,MANUAL,"₹5.48 Lakh
₹6.38 Lakh
(90k off)"
1940,2019 Hyundai Creta SX AT 1.6 DIESEL,2019,"94,329 KM",DIESEL,AUTOMATIC,"₹10.76 Lakh
₹11.82 Lakh
(1.06L off)"
1941,2020 Tata ALTROZ XZ PETROL,2020,"13,150 KM",PETROL,MANUAL,"₹6.61 Lakh
₹7.32 Lakh
(70.9k off)"
1942,2013 Maruti Swift VXI,2013,"65,968 KM",PETROL,MANUAL,"₹3.92 Lakh
₹4.25 Lakh
(33k off)"
1943,2015 Hyundai Elite i20 SPORTZ 1.2 (O),2015,"47,448 KM",PETROL,MANUAL,₹5.87 Lakh
1944,2020 Honda City 1.5L I-VTEC VX,2020,"35,169 KM",PETROL,MANUAL,"₹9.53 Lakh
₹10.70 Lakh
(1.17L off)"
1945,2020 Hyundai GRAND I10 NIOS SPORTZ 1.0 TURBO GDI DUAL TONE,2020,"10,622 KM",PETROL,MANUAL,₹7.17 Lakh
1946,2016 Ford Ecosport TREND 1.5L PETROL,2016,"49,017 KM",PETROL,MANUAL,"₹5.75 Lakh
₹6.58 Lakh
(83k off)"
1947,2016 Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT,2016,"70,727 KM",CNG,MANUAL,"₹4.02 Lakh
₹4.34 Lakh
(32k off)"
1948,2019 Hyundai Creta SX (O) 1.6 DIESEL,2019,"47,486 KM",DIESEL,MANUAL,"₹11.36 Lakh
₹11.85 Lakh
(49k off)"
1949,2015 Hyundai Elite i20 SPORTZ 1.2 (O),2015,"77,613 KM",PETROL,MANUAL,"₹4.81 Lakh
₹5.28 Lakh
(47k off)"
1950,2019 Mahindra XUV500 W11 (O) AT,2019,"79,978 KM",DIESEL,AUTOMATIC,"₹10.80 Lakh
₹12.33 Lakh
(1.53L off)"
1951,2019 Hyundai VENUE SX PLUS 1.0 TURBO DCT,2019,"1,13,432 KM",PETROL,AUTOMATIC,"₹8.10 Lakh
₹8.70 Lakh
(60k off)"
1952,2011 Maruti Wagon R 1.0 VXI,2011,"86,076 KM",PETROL,MANUAL,"₹2.71 Lakh
₹3.26 Lakh
(55k off)"
1953,2015 Volkswagen Polo HIGHLINE1.2L,2015,"97,162 KM",PETROL,MANUAL,"₹4.34 Lakh
₹4.91 Lakh
(57k off)"
1954,2017 Hyundai Verna 1.6 CRDI SX,2017,"1,22,496 KM",DIESEL,MANUAL,"₹7.66 Lakh
₹8.06 Lakh
(40k off)"
1955,2018 Hyundai NEW SANTRO SPORTZ AMT,2018,"36,435 KM",PETROL,AUTOMATIC,"₹4.76 Lakh
₹5.26 Lakh
(50k off)"
1956,2017 Hyundai Elite i20 ASTA 1.2 (O),2017,"42,348 KM",PETROL,MANUAL,"₹5.35 Lakh
₹6.32 Lakh
(97k off)"
1957,2017 Hyundai Verna 1.6 VTVT SX,2017,"37,294 KM",PETROL,MANUAL,₹7.48 Lakh
1958,2019 Skoda Rapid STYLE 1.6 MPI,2019,"65,841 KM",PETROL,MANUAL,"₹7.91 Lakh
₹8.49 Lakh
(58k off)"
1959,2013 Maruti Wagon R 1.0 LXI,2013,"1,23,780 KM",PETROL,MANUAL,"₹2.70 Lakh
₹3.00 Lakh
(30k off)"
1960,2021 Maruti Baleno ZETA PETROL 1.2,2021,"39,570 KM",PETROL,MANUAL,"₹6.87 Lakh
₹7.70 Lakh
(83k off)"
1961,2020 Tata Harrier XZA PLUS 2.0L,2020,"68,859 KM",DIESEL,AUTOMATIC,₹18.91 Lakh
1962,2017 Maruti Alto 800 LXI,2017,"96,161 KM",PETROL,MANUAL,₹2.86 Lakh
1963,2017 Maruti Wagon R 1.0 VXI AMT,2017,"87,698 KM",PETROL,AUTOMATIC,"₹4.18 Lakh
₹4.72 Lakh
(54k off)"
1964,2022 KIA SONET HTK PLUS 1.2,2022,"19,622 KM",PETROL,MANUAL,"₹8.46 Lakh
₹8.64 Lakh
(18k off)"
1965,2014 Honda City 1.5L I-DTEC V,2014,"54,674 KM",DIESEL,MANUAL,"₹3.95 Lakh
₹4.34 Lakh
(39k off)"
1966,2019 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,2019,"22,168 KM",PETROL,AUTOMATIC,"₹8.51 Lakh
₹10.30 Lakh
(1.79L off)"
1967,2021 Hyundai NEW I20 SPORTZ 1.2 MT DUAL TONE,2021,"25,665 KM",PETROL,MANUAL,"₹7.49 Lakh
₹8.13 Lakh
(64k off)"
1968,2015 Maruti Ciaz VXI,2015,"40,190 KM",PETROL,MANUAL,"₹4.92 Lakh
₹5.75 Lakh
(83k off)"
1969,2016 Maruti Swift VXI,2016,"42,808 KM",PETROL,MANUAL,"₹4.96 Lakh
₹5.53 Lakh
(57k off)"
1970,2018 Maruti Baleno ALPHA CVT PETROL 1.2,2018,"63,662 KM",PETROL,AUTOMATIC,"₹6.06 Lakh
₹8.00 Lakh
(1.94L off)"
1971,2017 Jeep Compass LIMITED (O) 1.4 PETROL AT BLACK PACK,2017,"69,429 KM",PETROL,AUTOMATIC,"₹13.21 Lakh
₹13.48 Lakh
(27k off)"
1972,2014 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,2014,"81,745 KM",PETROL,AUTOMATIC,"₹3.77 Lakh
₹4.62 Lakh
(85k off)"
1973,2021 Hyundai VENUE SX 1.0 TURBO,2021,"48,413 KM",PETROL,MANUAL,"₹9.24 Lakh
₹10.22 Lakh
(97.6k off)"
1974,2022 Tata NEXON XZ PLUS PETROL DARK EDITION,2022,"20,477 KM",PETROL,MANUAL,"₹9.37 Lakh
₹10.14 Lakh
(77k off)"
1975,2018 Hyundai New Elantra 2.0 SX(O) AT PETROL,2018,"67,245 KM",PETROL,AUTOMATIC,"₹11.13 Lakh
₹12.08 Lakh
(95k off)"
1976,2019 Honda Civic 1.8L I-VTEC V CVT,2019,"59,404 KM",PETROL,AUTOMATIC,"₹13.08 Lakh
₹14.56 Lakh
(1.48L off)"
1977,2017 Honda City 1.5L I-VTEC V MT,2017,"41,305 KM",PETROL,MANUAL,"₹7.66 Lakh
₹8.18 Lakh
(52k off)"
1978,2022 Maruti Baleno DELTA PETROL 1.2,2022,"20,145 KM",PETROL,MANUAL,₹7.33 Lakh
1979,2019 Maruti Celerio VXI (O),2019,"28,904 KM",PETROL,MANUAL,"₹5.16 Lakh
₹5.41 Lakh
(25k off)"
1980,2017 Maruti Celerio ZXI,2017,"62,012 KM",PETROL,MANUAL,"₹4.65 Lakh
₹5.11 Lakh
(46k off)"
1981,2018 Hyundai Eon ERA +,2018,"53,052 KM",PETROL,MANUAL,"₹3.01 Lakh
₹3.21 Lakh
(20k off)"
1982,2015 Maruti Celerio ZXI,2015,"37,021 KM",PETROL,MANUAL,"₹4.53 Lakh
₹4.61 Lakh
(8k off)"
1983,2017 Volkswagen Polo HIGHLINE1.2L,2017,"50,037 KM",PETROL,MANUAL,₹6.54 Lakh
1984,2015 Maruti Swift ZDI,2015,"90,929 KM",DIESEL,MANUAL,"₹5.48 Lakh
₹6.40 Lakh
(92k off)"
1985,2015 Hyundai i10 MAGNA 1.1,2015,"55,039 KM",PETROL,MANUAL,₹3.55 Lakh
1986,2016 Hyundai Creta SX PLUS AT 1.6 PETROL,2016,"57,440 KM",PETROL,AUTOMATIC,"₹8.14 Lakh
₹8.47 Lakh
(33k off)"
1987,2016 Maruti Wagon R 1.0 VXI,2016,"70,423 KM",PETROL,MANUAL,"₹3.09 Lakh
₹3.83 Lakh
(74k off)"
1988,2022 Maruti Swift ZXI PLUS,2022,"24,626 KM",PETROL,MANUAL,"₹7.69 Lakh
₹8.33 Lakh
(64.4k off)"
1989,2017 Honda City 1.5L I-VTEC V MT,2017,"57,852 KM",PETROL,MANUAL,"₹6.68 Lakh
₹7.51 Lakh
(83k off)"
1990,2021 KIA SELTOS X LINE 1.4 PETROL DCT,2021,"28,681 KM",PETROL,AUTOMATIC,"₹15.83 Lakh
₹16.48 Lakh
(65k off)"
1991,2016 Honda Amaze 1.2L I-VTEC S,2016,"66,790 KM",PETROL,MANUAL,"₹4.12 Lakh
₹5.01 Lakh
(89k off)"
1992,2019 Maruti Dzire VXI,2019,"48,864 KM",PETROL,MANUAL,"₹5.14 Lakh
₹5.56 Lakh
(42k off)"
1993,2020 Maruti Baleno DELTA PETROL 1.2,2020,"22,952 KM",PETROL,MANUAL,"₹6.07 Lakh
₹6.64 Lakh
(57k off)"
1994,2019 Mahindra XUV300 W8 (O) 1.5 DIESEL AMT,2019,"54,846 KM",DIESEL,AUTOMATIC,"₹9.19 Lakh
₹10.21 Lakh
(1.02L off)"
1995,2015 Renault Duster RXL PETROL,2015,"47,493 KM",PETROL,MANUAL,"₹4.09 Lakh
₹4.78 Lakh
(69k off)"
1996,2016 Renault Kwid RXT 0.8,2016,"44,041 KM",PETROL,MANUAL,"₹3.26 Lakh
₹3.32 Lakh
(6k off)"
